1757338628.642061 server started (19022): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1757338628.642099 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:40 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6041
1757338628.642108 using libevent 2.1.12-stable select
1757338628.642120 using utf8proc 2.10.0
1757338628.642127 using ncurses 6.5 20240427
1757338628.687050 yylex_token: @catppuccin_status_connect_separator
1757338628.687052 yylex_token: end at EOL
1757338628.687054 yylex_token: no
1757338628.687056 yylex_token: end at WS
1757338628.687058 yylex_token: set
1757338628.687059 yylex_token: end at WS
1757338628.687061 yylex_token: -g
1757338628.687064 yylex_token: end at WS
1757338628.687065 yylex_token: @catppuccin_directory_text
1757338628.687068 yylex_token_variable: HOME -> /Users/w
1757338628.687070 yylex_token: end at EOL
1757338628.687072 yylex_token: #{s|^/Users/w|~|:pane_current_path}
1757338628.687074 yylex_token: end at WS
1757338628.687076 yylex_token: set
1757338628.687077 yylex_token: end at WS
1757338628.687079 yylex_token: -g
1757338628.687082 yylex_token: end at WS
1757338628.687083 yylex_token: @catppuccin_date_time_text
1757338628.687085 yylex_token: end at EOL
1757338628.687087 yylex_token: %b %d %H:%M
1757338628.687089 yylex_token: end at WS
1757338628.687090 yylex_token: set
1757338628.687092 yylex_token: end at WS
1757338628.687093 yylex_token: -g
1757338628.687096 yylex_token: end at WS
1757338628.687097 yylex_token: set-clipboard
1757338628.687099 yylex_token: end at EOL
1757338628.687100 yylex_token: on
1757338628.687104 yylex_token: end at WS
1757338628.687105 yylex_token: run
1757338628.687108 yylex_token: end at EOL
1757338628.687110 yylex_token: ~/.tmux/plugins/tpm/tpm
1757338628.687113 cmd_parse_build_commands 0:0: set
1757338628.687116 cmd_parse_build_commands 0:1: -g
1757338628.687118 cmd_parse_build_commands 0:2: @plugin
1757338628.687120 cmd_parse_build_commands 0:3: tmux-plugins/tpm
1757338628.687122 cmd_parse_build_commands 1:0: set
1757338628.687123 cmd_parse_build_commands 1:1: -g
1757338628.687125 cmd_parse_build_commands 1:2: @plugin
1757338628.687127 cmd_parse_build_commands 1:3: tmux-plugins/tmux-sensible
1757338628.687128 cmd_parse_build_commands 2:0: set
1757338628.687130 cmd_parse_build_commands 2:1: -g
1757338628.687132 cmd_parse_build_commands 2:2: @plugin
1757338628.687134 cmd_parse_build_commands 2:3: ~/.tmux/plugins/catppuccin-tmux/catppuccin.tmux
1757338628.687135 cmd_parse_build_commands 3:0: set
1757338628.687137 cmd_parse_build_commands 3:1: -g
1757338628.687139 cmd_parse_build_commands 3:2: prefix
1757338628.687140 cmd_parse_build_commands 3:3: C-s
1757338628.687142 cmd_parse_build_commands 4:0: set
1757338628.687144 cmd_parse_build_commands 4:1: -g
1757338628.687145 cmd_parse_build_commands 4:2: mouse
1757338628.687147 cmd_parse_build_commands 4:3: on
1757338628.687149 cmd_parse_build_commands 5:0: set
1757338628.687150 cmd_parse_build_commands 5:1: -g
1757338628.687152 cmd_parse_build_commands 5:2: default-terminal
1757338628.687154 cmd_parse_build_commands 5:3: tmux-256color
1757338628.687155 cmd_parse_build_commands 6:0: set
1757338628.687157 cmd_parse_build_commands 6:1: -ga
1757338628.687159 cmd_parse_build_commands 6:2: terminal-overrides
1757338628.687160 cmd_parse_build_commands 6:3: ,*256col*:Tc
1757338628.687162 cmd_parse_build_commands 7:0: set
1757338628.687164 cmd_parse_build_commands 7:1: -as
1757338628.687165 cmd_parse_build_commands 7:2: terminal-overrides
1757338628.687167 cmd_parse_build_commands 7:3: ,*:Smulx=\\E[4::%p1%dm
1757338628.687169 cmd_parse_build_commands 8:0: set-option
1757338628.687170 cmd_parse_build_commands 8:1: -sa
1757338628.687172 cmd_parse_build_commands 8:2: terminal-overrides
1757338628.687174 cmd_parse_build_commands 8:3: ,term*:Tc
1757338628.687175 cmd_parse_build_commands 9:0: set-option
1757338628.687177 cmd_parse_build_commands 9:1: -g
1757338628.687179 cmd_parse_build_commands 9:2: status-position
1757338628.687180 cmd_parse_build_commands 9:3: top
1757338628.687182 cmd_parse_build_commands 10:0: set-option
1757338628.687184 cmd_parse_build_commands 10:1: -g
1757338628.687185 cmd_parse_build_commands 10:2: detach-on-destroy
1757338628.687187 cmd_parse_build_commands 10:3: off
1757338628.687188 cmd_parse_build_commands 11:0: set
1757338628.687190 cmd_parse_build_commands 11:1: -g
1757338628.687192 cmd_parse_build_commands 11:2: base-index
1757338628.687193 cmd_parse_build_commands 11:3: 1
1757338628.687195 cmd_parse_build_commands 12:0: set
1757338628.687196 cmd_parse_build_commands 12:1: -g
1757338628.687198 cmd_parse_build_commands 12:2: pane-base-index
1757338628.687200 cmd_parse_build_commands 12:3: 1
1757338628.687201 cmd_parse_build_commands 13:0: set-window-option
1757338628.687203 cmd_parse_build_commands 13:1: -g
1757338628.687205 cmd_parse_build_commands 13:2: pane-base-index
1757338628.687206 cmd_parse_build_commands 13:3: 1
1757338628.687208 cmd_parse_build_commands 14:0: set-window-option
1757338628.687209 cmd_parse_build_commands 14:1: -g
1757338628.687211 cmd_parse_build_commands 14:2: mode-keys
1757338628.687213 cmd_parse_build_commands 14:3: vi
1757338628.687214 cmd_parse_build_commands 15:0: set-option
1757338628.687216 cmd_parse_build_commands 15:1: -g
1757338628.687217 cmd_parse_build_commands 15:2: renumber-windows
1757338628.687219 cmd_parse_build_commands 15:3: on
1757338628.687221 cmd_parse_build_commands 16:0: bind-key
1757338628.687222 cmd_parse_build_commands 16:1: -n
1757338628.687224 cmd_parse_build_commands 16:2: C-h
1757338628.687225 cmd_parse_build_commands 16:3: if-shell
1757338628.687227 cmd_parse_build_commands 16:4: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.687229 cmd_parse_build_commands 16:5: send-keys C-h
1757338628.687231 cmd_parse_build_commands 16:6: select-pane -L
1757338628.687235 cmd_parse_build_commands 17:0: bind-key
1757338628.687236 cmd_parse_build_commands 17:1: -n
1757338628.687238 cmd_parse_build_commands 17:2: C-j
1757338628.687240 cmd_parse_build_commands 17:3: if-shell
1757338628.687242 cmd_parse_build_commands 17:4: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.687244 cmd_parse_build_commands 17:5: send-keys C-j
1757338628.687245 cmd_parse_build_commands 17:6: select-pane -D
1757338628.687247 cmd_parse_build_commands 18:0: bind-key
1757338628.687249 cmd_parse_build_commands 18:1: -n
1757338628.687250 cmd_parse_build_commands 18:2: C-k
1757338628.687252 cmd_parse_build_commands 18:3: if-shell
1757338628.687254 cmd_parse_build_commands 18:4: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.687255 cmd_parse_build_commands 18:5: send-keys C-k
1757338628.687257 cmd_parse_build_commands 18:6: select-pane -U
1757338628.687259 cmd_parse_build_commands 19:0: bind-key
1757338628.687260 cmd_parse_build_commands 19:1: -n
1757338628.687262 cmd_parse_build_commands 19:2: C-l
1757338628.687263 cmd_parse_build_commands 19:3: if-shell
1757338628.687266 cmd_parse_build_commands 19:4: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.687267 cmd_parse_build_commands 19:5: send-keys C-l
1757338628.687269 cmd_parse_build_commands 19:6: select-pane -R
1757338628.687271 cmd_parse_build_commands 20:0: if-shell
1757338628.687272 cmd_parse_build_commands 20:1: -b
1757338628.687274 cmd_parse_build_commands 20:2: [ "$(echo "$tmux_version < 3.0" | bc)" = 1 ]
1757338628.687276 cmd_parse_build_commands 20:3: bind-key -n 'C-\\' if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" 'send-keys C-\\'  'select-pane -l'
1757338628.687278 cmd_parse_build_commands 21:0: if-shell
1757338628.687280 cmd_parse_build_commands 21:1: -b
1757338628.687281 cmd_parse_build_commands 21:2: [ "$(echo "$tmux_version >= 3.0" | bc)" = 1 ]
1757338628.687284 cmd_parse_build_commands 21:3: bind-key -n 'C-\\' if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" 'send-keys C-\\\\'  'select-pane -l'
1757338628.687285 cmd_parse_build_commands 22:0: bind-key
1757338628.687287 cmd_parse_build_commands 22:1: -T
1757338628.687289 cmd_parse_build_commands 22:2: copy-mode-vi
1757338628.687290 cmd_parse_build_commands 22:3: C-h
1757338628.687292 cmd_parse_build_commands 22:4: select-pane
1757338628.687294 cmd_parse_build_commands 22:5: -L
1757338628.687295 cmd_parse_build_commands 23:0: bind-key
1757338628.687297 cmd_parse_build_commands 23:1: -T
1757338628.687299 cmd_parse_build_commands 23:2: copy-mode-vi
1757338628.687300 cmd_parse_build_commands 23:3: C-j
1757338628.687302 cmd_parse_build_commands 23:4: select-pane
1757338628.687303 cmd_parse_build_commands 23:5: -D
1757338628.687305 cmd_parse_build_commands 24:0: bind-key
1757338628.687307 cmd_parse_build_commands 24:1: -T
1757338628.687308 cmd_parse_build_commands 24:2: copy-mode-vi
1757338628.687310 cmd_parse_build_commands 24:3: C-k
1757338628.687311 cmd_parse_build_commands 24:4: select-pane
1757338628.687313 cmd_parse_build_commands 24:5: -U
1757338628.687315 cmd_parse_build_commands 25:0: bind-key
1757338628.687316 cmd_parse_build_commands 25:1: -T
1757338628.687318 cmd_parse_build_commands 25:2: copy-mode-vi
1757338628.687319 cmd_parse_build_commands 25:3: C-l
1757338628.687321 cmd_parse_build_commands 25:4: select-pane
1757338628.687322 cmd_parse_build_commands 25:5: -R
1757338628.687324 cmd_parse_build_commands 26:0: bind-key
1757338628.687326 cmd_parse_build_commands 26:1: -T
1757338628.687327 cmd_parse_build_commands 26:2: copy-mode-vi
1757338628.687329 cmd_parse_build_commands 26:3: C-\\
1757338628.687330 cmd_parse_build_commands 26:4: select-pane
1757338628.687332 cmd_parse_build_commands 26:5: -l
1757338628.687337 cmd_parse_build_commands 27:0: unbind
1757338628.687338 cmd_parse_build_commands 27:1: -T
1757338628.687340 cmd_parse_build_commands 27:2: copy-mode-vi
1757338628.687342 cmd_parse_build_commands 27:3: MouseDragEnd1Pane
1757338628.687344 cmd_parse_build_commands 28:0: bind
1757338628.687345 cmd_parse_build_commands 28:1: -T
1757338628.687347 cmd_parse_build_commands 28:2: copy-mode-vi
1757338628.687349 cmd_parse_build_commands 28:3: MouseDragEnd1Pane
1757338628.687350 cmd_parse_build_commands 28:4: send-keys
1757338628.687352 cmd_parse_build_commands 28:5: -X
1757338628.687354 cmd_parse_build_commands 28:6: copy-selection-no-clear
1757338628.687355 cmd_parse_build_commands 29:0: unbind
1757338628.687357 cmd_parse_build_commands 29:1: -T
1757338628.687359 cmd_parse_build_commands 29:2: copy-mode-vi
1757338628.687360 cmd_parse_build_commands 29:3: Enter
1757338628.687362 cmd_parse_build_commands 30:0: unbind
1757338628.687364 cmd_parse_build_commands 30:1: -T
1757338628.687365 cmd_parse_build_commands 30:2: copy-mode-vi
1757338628.687367 cmd_parse_build_commands 30:3: C-m
1757338628.687368 cmd_parse_build_commands 31:0: bind
1757338628.687370 cmd_parse_build_commands 31:1: -T
1757338628.687371 cmd_parse_build_commands 31:2: copy-mode-vi
1757338628.687373 cmd_parse_build_commands 31:3: Enter
1757338628.687375 cmd_parse_build_commands 31:4: send-keys
1757338628.687376 cmd_parse_build_commands 31:5: -X
1757338628.687378 cmd_parse_build_commands 31:6: copy-selection
1757338628.687380 cmd_parse_build_commands 32:0: bind
1757338628.687381 cmd_parse_build_commands 32:1: -T
1757338628.687383 cmd_parse_build_commands 32:2: copy-mode-vi
1757338628.687385 cmd_parse_build_commands 32:3: C-m
1757338628.687386 cmd_parse_build_commands 32:4: send-keys
1757338628.687388 cmd_parse_build_commands 32:5: -X
1757338628.687390 cmd_parse_build_commands 32:6: copy-selection
1757338628.687391 cmd_parse_build_commands 33:0: bind-key
1757338628.687393 cmd_parse_build_commands 33:1: h
1757338628.687395 cmd_parse_build_commands 33:2: select-pane
1757338628.687396 cmd_parse_build_commands 33:3: -L
1757338628.687398 cmd_parse_build_commands 34:0: bind-key
1757338628.687399 cmd_parse_build_commands 34:1: j
1757338628.687401 cmd_parse_build_commands 34:2: select-pane
1757338628.687403 cmd_parse_build_commands 34:3: -D
1757338628.687405 cmd_parse_build_commands 35:0: bind-key
1757338628.687408 cmd_parse_build_commands 35:1: k
1757338628.687411 cmd_parse_build_commands 35:2: select-pane
1757338628.687412 cmd_parse_build_commands 35:3: -U
1757338628.687414 cmd_parse_build_commands 36:0: bind-key
1757338628.687416 cmd_parse_build_commands 36:1: l
1757338628.687417 cmd_parse_build_commands 36:2: select-pane
1757338628.687419 cmd_parse_build_commands 36:3: -R
1757338628.687420 cmd_parse_build_commands 37:0: bind-key
1757338628.687422 cmd_parse_build_commands 37:1: r
1757338628.687424 cmd_parse_build_commands 37:2: source-file
1757338628.687425 cmd_parse_build_commands 37:3: /Users/w/.config/tmux/tmux.conf
1757338628.687427 cmd_parse_build_commands 37:4: ;
1757338628.687429 cmd_parse_build_commands 37:5: display-message
1757338628.687431 cmd_parse_build_commands 37:6: /Users/w/.config/tmux/tmux.conf reloaded
1757338628.687432 cmd_parse_build_commands 38:0: bind-key
1757338628.687434 cmd_parse_build_commands 38:1: x
1757338628.687436 cmd_parse_build_commands 38:2: kill-pane
1757338628.687437 cmd_parse_build_commands 39:0: bind-key
1757338628.687439 cmd_parse_build_commands 39:1: M
1757338628.687440 cmd_parse_build_commands 39:2: new-window
1757338628.687442 cmd_parse_build_commands 39:3: nvim ~/.config/tmux/tmux.conf
1757338628.687444 cmd_parse_build_commands 40:0: bind-key
1757338628.687446 cmd_parse_build_commands 40:1: -n
1757338628.687447 cmd_parse_build_commands 40:2: F1
1757338628.687449 cmd_parse_build_commands 40:3: run-shell
1757338628.687453 cmd_parse_build_commands 40:4: sesh connect "$(\nsesh list --icons | fzf-tmux -p 30%,40%     --no-sort --ansi --border-label ' sesh ' --prompt '\342\232\241  '     --header '  ^a all ^t tmux ^g configs ^x zoxide ^d tmux kill ^f find'     --bind 'tab:down,btab:up'     --bind 'ctrl-a:change-prompt(\342\232\241  )+reload(sesh list --icons)'     --bind 'ctrl-t:change-prompt(\360\237\252\237  )+reload(sesh list -t --icons)'     --bind 'ctrl-g:change-prompt(\342\232\231\357\270\217  )+reload(sesh list -c --icons)'     --bind 'ctrl-x:change-prompt(\360\237\223\201  )+reload(sesh list -z --icons)'     --bind 'ctrl-f:change-prompt(\360\237\224\216  )+reload(fd -H -d 2 -t d -E .Trash . ~)'     --bind 'ctrl-d:execute(tmux kill-session -t {2..})+change-prompt(\342\232\241  )+reload(sesh list --icons)' )"
1757338628.687457 cmd_parse_build_commands 41:0: set
1757338628.687459 cmd_parse_build_commands 41:1: -g
1757338628.687461 cmd_parse_build_commands 41:2: status-right-length
1757338628.687462 cmd_parse_build_commands 41:3: 100
1757338628.687464 cmd_parse_build_commands 42:0: set
1757338628.687465 cmd_parse_build_commands 42:1: -g
1757338628.687467 cmd_parse_build_commands 42:2: status-left-length
1757338628.687469 cmd_parse_build_commands 42:3: 100
1757338628.687470 cmd_parse_build_commands 43:0: set
1757338628.687472 cmd_parse_build_commands 43:1: -g
1757338628.687473 cmd_parse_build_commands 43:2: status-left
1757338628.687475 cmd_parse_build_commands 43:3: 
1757338628.687477 cmd_parse_build_commands 44:0: set
1757338628.687478 cmd_parse_build_commands 44:1: -g
1757338628.687480 cmd_parse_build_commands 44:2: @catppuccin_window_left_separator
1757338628.687482 cmd_parse_build_commands 44:3: 
1757338628.687483 cmd_parse_build_commands 45:0: set
1757338628.687485 cmd_parse_build_commands 45:1: -g
1757338628.687487 cmd_parse_build_commands 45:2: @catppuccin_window_right_separator
1757338628.687488 cmd_parse_build_commands 45:3:  
1757338628.687490 cmd_parse_build_commands 46:0: set
1757338628.687492 cmd_parse_build_commands 46:1: -g
1757338628.687493 cmd_parse_build_commands 46:2: @catppuccin_window_middle_separator
1757338628.687495 cmd_parse_build_commands 46:3:  \342\226\210
1757338628.687496 cmd_parse_build_commands 47:0: set
1757338628.687498 cmd_parse_build_commands 47:1: -g
1757338628.687500 cmd_parse_build_commands 47:2: @catppuccin_window_number_position
1757338628.687501 cmd_parse_build_commands 47:3: right
1757338628.687503 cmd_parse_build_commands 48:0: set
1757338628.687504 cmd_parse_build_commands 48:1: -g
1757338628.687506 cmd_parse_build_commands 48:2: @catppuccin_window_default_fill
1757338628.687508 cmd_parse_build_commands 48:3: number
1757338628.687509 cmd_parse_build_commands 49:0: set
1757338628.687511 cmd_parse_build_commands 49:1: -g
1757338628.687513 cmd_parse_build_commands 49:2: @catppuccin_window_default_text
1757338628.687514 cmd_parse_build_commands 49:3: #W
1757338628.687516 cmd_parse_build_commands 50:0: set
1757338628.687517 cmd_parse_build_commands 50:1: -g
1757338628.687519 cmd_parse_build_commands 50:2: @catppuccin_window_current_fill
1757338628.687521 cmd_parse_build_commands 50:3: number
1757338628.687522 cmd_parse_build_commands 51:0: set
1757338628.687524 cmd_parse_build_commands 51:1: -g
1757338628.687525 cmd_parse_build_commands 51:2: @catppuccin_window_current_text
1757338628.687527 cmd_parse_build_commands 51:3: #W
1757338628.687529 cmd_parse_build_commands 52:0: set
1757338628.687530 cmd_parse_build_commands 52:1: -g
1757338628.687532 cmd_parse_build_commands 52:2: @catppuccin_status_modules_right
1757338628.687534 cmd_parse_build_commands 52:3: directory date_time
1757338628.687535 cmd_parse_build_commands 53:0: set
1757338628.687537 cmd_parse_build_commands 53:1: -g
1757338628.687538 cmd_parse_build_commands 53:2: @catppuccin_status_left_separator
